Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
Estonia,EST,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24910365.1,29436128.51,40334851.34,49885141.44,45778110.14,59946935.15,74468462.01,61260965.36,46321569,55838456.29,,
Estonia,EST,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440808.498,6645037.466,10655363.34,26918934.73,24572904.12,20394095.15,22642227.75,19394221.15,8918540.311,11270047.41,,
Estonia,EST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572660029,0.683200002,0.601149976,0.700010002,0.71627003,0.766889989,0.853890002,0.930289984,1.127580047,1.080610037,1.281419992,1.413010001,1.619639993,2.370729923,2.181910038,,,,
Estonia,EST,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,177,202,215.1,270.4,229.8,304.9,340.6,327.5,346,321.2,354.6,389.1,439,456.9,502.3,477.2,518.1,526.5,514.2,,,,,
Estonia,EST,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,63,198,360,443,604,791,699,700,584,97,15,9,19,10,20,13,15,5,17,,,
Estonia,EST,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,12,15,20,13,13,18,19,18,27,23,36,44,62,76,84,62,20,25,,,
Estonia,EST,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,10411,2190,2241,2146,2435,2349,3954,5064,5626,5213,6234,4859,4015,3791,3657,3226,2187,2014,2088,1870,1845,,,
Estonia,EST,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,1521,543,589,513,666,637,707,884,901,1017,1058,1241,1266,1284,1537,1426,1043,1067,888,857,992,,,
Estonia,EST,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365,11932,2733,2830,2659,3101,2986,4661,5948,6527,6230,7292,6100,5281,5075,5194,4652,3230,3081,2976,2727,2837,,,
Estonia,EST,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.356445,2182.092041,1951.516602,1976.338501,2269.83667,2252.412109,2529.416016,2513.749756,2663.597412,2810.0625,3042.451416,3310.910156,3139.696777,3484.748535,3540.500488,,,,
Estonia,EST,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0826416,545.1595459,387.960907,347.9417419,388.8180847,427.7865601,491.0175171,427.8883667,588.3721924,613.0353394,633.1112671,641.6135254,698.4805298,679.02771,726.6934814,,,,
Estonia,EST,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74313570,125367192,175625692,256959726,274954185,834648934,579557392,372999352,530618896,669725308,847002958,804864963,440670804,490024842,370107710,740821251,1539406627,1238690981,1301770755,,,
Estonia,EST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19899916,8.848114633,9.131262925,11.69820107,13.49890414,29.9304493,19.28104368,11.86431239,12.65710496,13.99565801,14.66002177,12.62826088,5.801621676,5.401508192,5.679785009,9.265320112,13.38765176,10.75136222,10.50099872,,,
Ethiopia,ETH,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575608.0438,844549.2813,2070545.555,1728785.563,2826017.047,993167.1947,2877321.042,2458491.293,,,,
Ethiopia,ETH,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609.569466,14908.7128,83930.4812,106466.9733,2157698.205,247765.4169,,,,,,
Ethiopia,ETH,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182349995,,0.173930004,,,0.245660007,,,,,,
Ethiopia,ETH,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,45,60,71,58,70,93,88,84,86,93.7,97.3,95.4,79.1,109.5,89.9,77.9,101.7,92,106.3,87.6,121.2,148.5,158.6,175.3,169.5,170,,,,,
Ethiopia,ETH,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,9,15,12,6,3,4,5,25,,,,,,,,,
Ethiopia,ETH,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,1,3,1,1,5,12,,,,,,,,,
Ethiopia,ETH,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,195,,,62,249,103,,282,378,289,296,,238,72,103,,,368,377,313,305,398,293,189,363,319,293,,,,,,,,,
Ethiopia,ETH,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,15,,14,,34,128,177,156,,235,345,239,,,324,302,346,283,355,227,321,211,227,426,,,,,,,,,
Ethiopia,ETH,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,195,,,77,249,117,,316,506,466,452,,473,417,342,,,692,679,659,588,753,520,510,574,546,719,,,,,,,,,
Ethiopia,ETH,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11144066,,20.07690048,,,42.49369049,,,,,,
Ethiopia,ETH,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22749043,,12.15802002,,,16.54509926,,,,,,
Ethiopia,ETH,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149657,,179832,79636,56864,58734,71131,74419,124423,3397210,574738,219309,4313989,3583734,5400759,5685177,5201037,5791575,7986999,,,
Ethiopia,ETH,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317521354,,0.336564552,0.212903749,0.190136731,0.132223949,0.133010542,0.126402978,0.213182419,16.32191221,1.452236455,0.425913751,2.525616499,2.624200245,3.089190464,2.737154038,2.014438186,2.446001195,2.365517374,,,
European Union,EUU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81853129227,88309080794,99524669926,1.3037E+11,1.19284E+11,1.2265E+11,1.34437E+11,1.29966E+11,1.45504E+11,,,
European Union,EUU,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59427089540,62059700639,75944204391,86533147544,82635092133,87490994438,98450484957,95967834804,1.05242E+11,,,
European Union,EUU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.755688383,1.776844435,1.750355874,1.837130822,1.805924492,1.867215902,1.83641725,1.862706993,1.824594685,1.817454399,1.83973137,1.841732458,1.937860074,2.037595657,2.02735592,2.042943756,2.059784489,,,,
European Union,EUU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,117952,,,,129008.2325,141584.3253,137980.2636,145470.5153,157186.3763,160480.4243,163997.9,178260.031,179903.88,192108,196496.6,204588.2,209480.1,215389.2,217832.5,223369.1,221122.5,222439.4,225664.1,231361,236075.9,243851.2,247078,251149.5,249925.6,251275,255770.8,,,,,
European Union,EUU,"Patent applications, nonresidents",IP.PAT.NRES,,,,143033,133303,166799,199501,199850,212780,218264,213632,208723,209641,212919,202580,182759,162749,162169,149482,124746,116469,91834,84562,88767,72947,74756,61831,51582,58361,49458,44404,37456,35374,33365,33081,34429,37329,41225,40452,44038,47129,45093,46259,42656,36945,33634,28221,27110,25293,23125,23454,24728,27836,29108,,,
European Union,EUU,"Patent applications, residents",IP.PAT.RESD,,,,101324,95679,105635,104893,115820,113863,106658,105001,107682,107696,101427,97691,97159,93369,92227,90976,91488,94505,89362,90430,92679,93269,93718,92162,93239,96654,91768,86482,86103,94136,96917,98556,91924,103554,98874,102479,114412,119259,107808,104566,103560,103752,101595,100995,111075,112210,110569,110555,109953,108823,108534,,,
European Union,EUU,"Trademark applications, direct nonresident",IP.TMK.NRES,22559,,,30918,32524,40594,41011,38855,52734,42709,45347,36866,41121,46714,45890,44144,42903,43876,52638,50670,53051,49086,50597,51177,54773,104766,77859,79672,93194,112856,141541,126240,142342,184156,191775,186396,210353,214553,227469,222440,242483,230031,202229,200087,181633,187354,170380,149223,136914,106491,97054,93178,86088,85252,,,
European Union,EUU,"Trademark applications, direct resident",IP.TMK.RESD,78443,,,71951,88439,115258,95240,99503,112054,100011,98230,91622,105856,104790,99883,100496,94379,96873,108869,115815,114637,104540,106788,101906,111830,136984,158830,184011,201274,216551,,,,183424,235359,250764,244366,267309,306237,336422,382193,316926,298969,288491,307083,330690,338428,357501,340917,348915,370761,368623,353230,366512,,,
European Union,EUU,"Trademark applications, total",IP.TMK.TOTL,113917,118684,123234,127347,130071,155852,136251,138358,164788,142720,143577,128488,155068,159167,145773,144640,137282,140749,175030,180019,183223,169851,173167,170240,185407,260700,257500,287827,324519,359016,387601,361046,369710,426983,450149,462598,478202,506230,559106,589119,662193,581421,534806,531826,523934,553936,546242,546332,514875,456275,467815,463211,443374,451764,,,
European Union,EUU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.311633,2078.341965,2103.368701,2218.973957,2261.208369,2379.65819,2444.269894,2545.192026,2673.329709,2771.723809,2857.925694,2920.477748,3063.091832,3124.779175,3211.181923,3225.219919,3157.256846,,,,
European Union,EUU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.6810852,950.4068255,1023.069482,1091.850441,1062.075685,1145.505595,1129.951696,1277.787399,,,,,
European Union,EUU,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7407E+11,1.67071E+11,1.94848E+11,2.47655E+11,2.62638E+11,2.90241E+11,3.18172E+11,3.53012E+11,3.92754E+11,3.8729E+11,3.86284E+11,4.2259E+11,5.01705E+11,5.49205E+11,6.27316E+11,5.51575E+11,5.83365E+11,5.04132E+11,5.74866E+11,6.51367E+11,6.36666E+11,5.84656E+11,,,
European Union,EUU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04795313,14.43464369,14.28451424,15.23211811,14.86869389,16.10378409,16.05322675,16.44622541,16.82122939,17.88884703,18.78339516,19.51887615,21.41661564,20.78476957,19.28102976,17.93238782,17.74631273,18.15909187,18.53807461,14.03674106,13.63862114,15.2110653,15.37104855,14.96525312,15.43734223,14.33472254,,,
Fragile and conflict affected situations,FCS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84880405.09,82261710.95,317995124.7,132072354.8,161582957.6,148463378,101884061,99219966.17,96107928.8,,,
Fragile and conflict affected situations,FCS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43032593.38,208526558.9,63793008,149853041.7,166125428.9,125308852.8,47161187.51,101185257,172543705.4,,,
Fragile and conflict affected situations,FCS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,845.6492502,739.0548069,829.0678923,816.0582678,703.5393484,585.0983807,625.205931,572.3219706,603.6208284,559.5844334,503.6363126,600.8529735,564.8268568,575.6929302,598.2322945,677.364102,594.0893288,697.8042907,666.3173659,751.1437004,804.4144719,841.6152451,844.7454778,893.6572839,949.76507,939.0444341,,,,,
Fragile and conflict affected situations,FCS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123222470,1299146333,1440500903,2109192731,1336206759,1311103010,1368020309,1775348311,1833837704,,,
Finland,FIN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206462879,1069845974,1281162470,1488476354,1754033519,2329121595,3187717775,3331553081,3715428382,,,
Finland,FIN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.525589943,2.705240011,2.87616992,3.171000004,3.34552002,3.316159964,3.362689972,3.439140081,3.450160027,3.476929903,3.475519896,3.471430063,3.700700045,3.938339949,3.900599957,3.796770096,3.548229933,,,,
Finland,FIN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,2173,,,,2485,2831,2829,2789,2981,3071,3211,3438,3603,3974,4077,4329.6,4452.2,4513.4,4719.4,4843.8,4930,4904.3,4899.4,5018.7,4813.4,5088,4989.6,5112.5,4951.8,4868.5,4877.6,,,,,
Finland,FIN,"Patent applications, nonresidents",IP.PAT.NRES,,,,1910,2075,2326,2636,2606,2821,2915,2667,2833,2781,3046,2832,2597,2513,2751,2730,2711,2734,2809,2907,3178,3408,3472,3627,3941,4084,4417,4410,2671,3953,2052,1842,1733,483,250,212,343,324,270,207,215,209,229,202,211,147,127,102,124,129,141,,,
Finland,FIN,"Patent applications, residents",IP.PAT.RESD,,,,686,726,819,872,926,958,888,861,938,942,996,986,1164,1270,1240,1329,1384,1356,1423,1638,1719,1775,1727,1754,1859,1981,1948,2059,2123,2052,2166,2306,2058,2179,2355,2471,2511,2579,2390,2162,1972,2011,1830,1816,1804,1799,1806,1731,1650,1698,1596,,,
Finland,FIN,"Trademark applications, direct nonresident",IP.TMK.NRES,1421,1452,1555,1579,1829,1911,2060,2172,2203,2434,2372,2349,2358,2439,2338,2206,2085,2286,2299,2361,2622,2318,2439,2501,2751,2974,3308,3617,4085,5341,4685,4595,4591,4208,4869,5617,4293,5788,6694,6851,7569,7365,6104,5533,5203,4916,4275,3896,3482,2399,2135,2044,2003,1954,,,
Finland,FIN,"Trademark applications, direct resident",IP.TMK.RESD,1011,998,1027,927,854,927,789,833,806,833,853,801,861,923,715,827,744,728,757,839,993,999,1138,1090,1150,1630,1901,1964,1744,2399,1981,1686,1577,1737,1733,1891,2004,2247,2370,2620,2906,2879,2830,2456,2598,2820,3258,3504,3846,3165,3335,3403,3377,3477,,,
Finland,FIN,"Trademark applications, total",IP.TMK.TOTL,2432,2450,2582,2506,2683,2838,2849,3005,3009,3267,3225,3150,3219,3362,3053,3033,2829,3014,3056,3200,3615,3317,3577,3591,3901,4604,5209,5581,5829,7740,6666,6281,6168,5945,6602,7508,6297,8035,9064,9471,10475,10244,8934,7989,7801,7736,7533,7400,7328,5564,5470,5447,5380,5431,,,
Finland,FIN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5151.578125,5905.229492,6326.697266,6731.791992,7109.995117,7428.476074,8003.509766,7842.552246,7544.647949,7671.282227,7369.160156,7686.473633,7643.955566,7717.475586,7422.895996,7482.343262,,,,
Finland,FIN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941653536,1304454842,1667633451,1365398697,1798297635,2159415757,3190700008,4949017845,5516915550,6561501942,8149599309,8481687778,10553011896,9217688264,9119367926,10481672477,10615713224,13752240645,13986615983,13025707405,13505538720,6746780663,5853434235,5357724865,4447572442,3724745015,,,
Finland,FIN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38730854,6.904636359,7.549498464,7.211202179,9.14080867,11.14917958,13.10950614,14.69676924,16.33530545,19.2186763,21.99619486,23.79754292,27.36104387,24.35746004,24.14918979,23.74180132,20.92505493,25.06426909,22.30832829,17.97838785,17.20822721,13.95842055,10.9405747,9.27214927,8.545670893,7.214471688,,,
Fiji,FJI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182349.8,981706.932,1627001.447,2448901.095,1345041.517,886415.5039,2355364.7,2569653.682,672496.8153,,,
Fiji,FJI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57932.95226,235409.5145,62514.3262,175340.1073,735384.2666,529988.9401,168950.6289,55074.6015,,,,
Fiji,FJI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,24,12,14,16,10,27,11,10.2,9,12.5,10.7,14.1,9.8,16.1,13.6,15.5,22.9,22.4,29.9,35.2,33.1,30.9,18.7,22.6,,,,,
Fiji,FJI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,25,17,13,21,20,18,17,12,29,11,14,,,,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,1,1,,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,235,331,229,295,621,272,331,428,395,326,284,,,,552,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,70,69,31,57,27,71,45,64,109,84,86,,,,132,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,305,400,260,352,648,343,376,492,504,410,370,,,,684,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48338,15236252,1007310,12211449,796662,1399589,,,,,,760291,4993452,2338640,2498841,2535348,4419091,2814603,6410354,4628058,4816492,4866445,4886573,2678222,2689877,,,
Fiji,FJI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050689091,11.58913852,0.785088018,9.543075496,0.903471073,0.950362753,,,,,,0.333878322,2.466882689,1.405351015,1.218339983,1.147117612,3.114002057,2.427163318,4.405080334,3.080455675,4.478749667,3.397180525,3.537584773,2.053070604,2.215386203,,,
France,FRA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6186464726,7025520652,7673774067,10436061612,8380491516,10017150746,10539220053,8757972640,10150216826,10233725384,,
France,FRA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8319773696,8456052856,13468653123,15477058692,12660693978,13628307706,15335237993,12746764381,11555787255,11917478828,,
France,FRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.269299984,2.194410086,2.14357996,2.160079956,2.150150061,2.199009895,2.237770081,2.177030087,2.155910015,2.108649969,2.108010054,2.083060026,2.124269962,2.271490097,2.244460106,2.249789953,2.262639999,,,,
France,FRA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,18567,,,,18422,20874,20152,21409,22686,22937,23518,26172,26225,28266,28847.5,29746,30321.9,31393.1,31345.4,31427.1,30601.5,30530.9,30307,29892.8,30340.2,31220.5,30752.6,31982.8,31756.6,31367.6,31685.5,,,,,
France,FRA,"Patent applications, nonresidents",IP.PAT.NRES,,,,26624,28632,30284,32019,31994,36095,32419,33177,33009,32423,33776,30927,28327,28419,28167,25692,20871,16989,13723,11561,10029,8867,7543,6369,5875,5194,4986,4260,3908,3547,3402,3520,3477,3484,3637,3544,3282,3483,3605,3389,3339,3060,2948,2720,2387,1761,1593,1832,2099,2092,2196,,,
France,FRA,"Patent applications, residents",IP.PAT.RESD,,,,15825,16654,17509,17467,17347,17561,12974,14106,14962,14807,13458,12706,12110,11471,11811,11445,11303,11000,10945,10681,11147,11333,12050,12155,12695,12437,12592,12378,12597,12539,12638,12519,12419,12916,13252,13251,13592,13870,13499,13519,13511,14230,14327,14529,14722,14658,14100,14748,14655,14540,14690,,,
France,FRA,"Trademark applications, direct nonresident",IP.TMK.NRES,2630,2726,3060,2709,2813,4007,1605,3040,14891,3580,3463,3467,4057,4678,4174,5275,7426,6987,13454,6348,8149,6222,6326,7017,7175,13615,8929,9629,14365,23218,27320,24528,24112,24311,24893,27373,16069,15077,22741,20550,21942,14324,12774,11626,11324,11854,10665,9602,9106,7679,7493,7585,7076,7089,,,
France,FRA,"Trademark applications, direct resident",IP.TMK.RESD,16874,18042,18892,17666,18230,36114,19552,17524,31909,18051,18331,17925,19981,21573,18902,22807,28096,29611,36615,32544,36581,26953,27201,29469,32465,40281,47755,56423,65583,67092,67771,59955,50407,51991,53984,56845,46400,47789,71491,80020,89850,60513,58035,57784,62330,63710,66501,70432,70100,76534,85636,85713,82717,82626,,,
France,FRA,"Trademark applications, total",IP.TMK.TOTL,19504,20768,21952,20375,21043,40121,21157,20564,46800,21631,21794,21392,24038,26251,23076,28082,35522,36598,50069,38892,44730,33175,33527,36486,39640,53896,56684,66052,79948,90310,95091,84483,74519,76302,78877,84218,62469,62866,94232,100570,111792,74837,70809,69410,73654,75564,77166,80034,79206,84213,93129,93298,89793,89715,,,
France,FRA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659.516357,2648.867432,2655.846191,2723.913574,2905.945068,2976.004639,3104.529785,3185.155029,3317.520996,3295.742188,3405.130127,3566.113281,3639.79248,3726.702393,3851.49292,3917.553223,,,,,
France,FRA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744.439941,1711.635376,1851.795898,1815.832031,1851.419189,1884.596436,1871.926392,1868.309692,,,,,
France,FRA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19574356251,20920871186,26913884798,30978781293,33338877725,30538363071,34221858989,43018895187,42649162377,48093514933,54664760152,55590460409,58765144272,55540008753,53277217636,57052862496,66065406510,70505675725,81537776323,78821539350,91980274248,82531138981,99735768592,1.05101E+11,1.08365E+11,1.13E+11,,,
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92642242,15.98949005,16.68453809,18.68736078,18.44271678,19.14367234,18.68420037,19.18482755,18.89401815,21.19150192,22.26935681,22.82382313,24.60331145,23.48793024,21.47693911,19.72053672,19.75554711,20.26557961,21.462423,18.47804602,19.97045065,22.64070501,24.91527927,23.74894735,25.41260261,25.83924615,,,
